"date","temp","pressure","humidity"
"23.12.2019 02:00","-12.3","768.3","80"
"22.12.2019 23:00","-12.4","769.2","81"
"22.12.2019 20:00","-14.2","769.6","81"
"22.12.2019 17:00","-14.0","769.1","78"
"22.12.2019 14:00","-13.4","767.8","73"
"22.12.2019 11:00","-14.8","767.3","78"
"22.12.2019 08:00","-15.9","766.0","80"
"22.12.2019 05:00","-13.6","764.1","81"
"22.12.2019 02:00","-13.9","762.6","80"
"21.12.2019 23:00","-14.7","761.8","80"
"21.12.2019 20:00","-15.1","760.6","79"
"21.12.2019 17:00","-15.7","759.8","79"
"21.12.2019 14:00","-16.0","758.5","75"
"21.12.2019 11:00","-17.0","757.9","75"
"21.12.2019 08:00","-16.2","756.5","77"
"21.12.2019 05:00","-14.8","754.6","79"
"21.12.2019 02:00","-12.6","752.9","82"
"20.12.2019 23:00","-9.8","751.0","86"
"20.12.2019 20:00","-7.8","749.5","86"
"20.12.2019 17:00","-7.0","748.3","87"
"20.12.2019 14:00","-6.0","747.3","87"
"20.12.2019 11:00","-5.9","747.1","88"
"20.12.2019 08:00","-5.8","746.7","89"
"20.12.2019 05:00","-5.9","747.4","89"
"20.12.2019 02:00","-5.6","748.6","87"
"19.12.2019 23:00","-4.9","750.6","80"
"19.12.2019 20:00","-4.8","753.1","83"
"19.12.2019 17:00","-4.6","755.2","81"
"19.12.2019 14:00","-4.2","756.9","77"
"19.12.2019 11:00","-5.2","757.8","84"
"19.12.2019 08:00","-5.5","758.5","84"
"19.12.2019 05:00","-5.8","758.9","83"
"19.12.2019 02:00","-5.2","758.6","83"
"18.12.2019 23:00","-4.8","758.5","85"
"18.12.2019 20:00","-4.8","758.6","85"
"18.12.2019 17:00","-4.6","758.5","85"
"18.12.2019 14:00","-5.3","758.5","87"
"18.12.2019 11:00","-7.1","759.4","87"
"18.12.2019 08:00","-7.0","759.8","89"
"18.12.2019 05:00","-6.3","760.9","89"
"18.12.2019 02:00","-5.6","761.5","89"
"17.12.2019 23:00","-5.0","762.7","87"
"17.12.2019 20:00","-3.6","763.5","81"
"17.12.2019 17:00","-2.8","764.2","74"
"17.12.2019 14:00","-2.8","764.5","71"
"17.12.2019 11:00","-3.0","764.7","71"
"17.12.2019 08:00","-5.5","764.9","78"
"17.12.2019 05:00","-6.6","765.5","65"
"17.12.2019 02:00","-5.9","766.2","56"
"16.12.2019 23:00","-6.0","768.1","53"
"16.12.2019 20:00","-5.8","769.5","49"
"16.12.2019 17:00","-5.1","770.8","52"
"16.12.2019 14:00","-3.5","771.4","49"
"16.12.2019 11:00","-6.6","772.9","64"
"16.12.2019 08:00","-7.6","773.5","65"
"16.12.2019 05:00","-7.5","774.1","66"
"16.12.2019 02:00","-6.9","774.4","65"
"15.12.2019 23:00","-6.2","774.7","61"
"15.12.2019 20:00","-7.7","775.3","76"
"15.12.2019 17:00","-7.6","775.1","65"
"15.12.2019 14:00","-6.0","774.8","59"
"15.12.2019 11:00","-9.0","775.0","62"
"15.12.2019 08:00","-10.1","774.5","60"
"15.12.2019 05:00","-10.0","774.2","61"
"15.12.2019 02:00","-8.8","773.8","55"
"14.12.2019 23:00","-9.1","773.5","63"
"14.12.2019 20:00","-9.0","773.4","69"
"14.12.2019 17:00","-9.0","772.8","70"
"14.12.2019 14:00","-8.0","771.7","67"
"14.12.2019 11:00","-8.8","771.4","75"
"14.12.2019 08:00","-7.2","769.9","79"
"14.12.2019 05:00","-7.6","769.1","83"
"14.12.2019 02:00","-8.1","768.3","81"
"13.12.2019 23:00","-9.3","768.1","78"
"13.12.2019 20:00","-8.8","768.1","78"
"13.12.2019 17:00","-6.1","767.2","65"
"13.12.2019 14:00","-6.1","767.2","70"
"13.12.2019 11:00","-7.2","767.8","79"
"13.12.2019 08:00","-7.1","767.4","79"
"13.12.2019 05:00","-7.6","767.4","80"
"13.12.2019 02:00","-7.6","767.2","81"
"12.12.2019 23:00","-7.8","766.9","80"
"12.12.2019 20:00","-7.3","766.5","79"
"12.12.2019 17:00","-6.5","765.2","78"
"12.12.2019 14:00","-4.3","763.6","65"
"12.12.2019 11:00","-4.9","762.1","75"
"12.12.2019 08:00","-2.0","758.6","83"
"12.12.2019 05:00","-2.0","756.9","88"
"12.12.2019 02:00","-1.6","756.6","86"
"11.12.2019 23:00","-0.9","757.0","85"
"11.12.2019 20:00","0.9","757.6","73"
"11.12.2019 17:00","1.0","758.8","71"
"11.12.2019 14:00","0.2","760.6","75"
"11.12.2019 11:00","-0.5","762.4","76"
"11.12.2019 08:00","-0.6","763.5","75"
"11.12.2019 05:00","-0.9","764.1","82"
"11.12.2019 02:00","-0.9","764.3","82"
"10.12.2019 23:00","-0.8","763.9","79"
"10.12.2019 20:00","-0.6","763.6","72"
"10.12.2019 17:00","-0.4","762.9","66"
"10.12.2019 14:00","1.2","762.3","61"
"10.12.2019 11:00","-0.5","762.5","64"
"10.12.2019 08:00","-0.8","763.0","61"
"10.12.2019 05:00","-1.3","763.4","56"
"10.12.2019 02:00","-0.2","763.7","71"
"09.12.2019 23:00","1.3","764.0","61"
"09.12.2019 20:00","1.6","764.3","58"
"09.12.2019 17:00","1.9","764.2","69"
"09.12.2019 14:00","2.7","763.3","75"
"09.12.2019 11:00","2.4","762.5","77"
"09.12.2019 08:00","1.4","761.8","77"
"09.12.2019 05:00","-1.1","762.6","77"
"09.12.2019 02:00","-1.7","762.6","78"
"08.12.2019 23:00","-2.6","762.7","80"
"08.12.2019 20:00","-3.0","763.0","79"
"08.12.2019 17:00","-2.5","762.4","77"
"08.12.2019 14:00","-0.7","762.0","80"
"08.12.2019 11:00","-0.7","762.2","79"
"08.12.2019 08:00","-1.0","762.0","80"
"08.12.2019 05:00","-0.7","761.2","81"
"08.12.2019 02:00","-0.5","760.0","79"
"07.12.2019 23:00","-0.6","758.7","81"
"07.12.2019 20:00","-0.2","757.0","85"
"07.12.2019 17:00","0.5","755.2","82"
"07.12.2019 14:00","0.9","754.3","77"
"07.12.2019 11:00","0.5","753.4","77"
"07.12.2019 08:00","0.1","752.2","80"
"07.12.2019 05:00","0.5","751.3","77"
"07.12.2019 02:00","0.4","750.7","82"
"06.12.2019 23:00","0.5","749.9","77"
"06.12.2019 20:00","0.6","749.0","77"
"06.12.2019 17:00","0.0","748.1","78"
"06.12.2019 11:00","-3.3","748.9","79"
"06.12.2019 08:00","-6.8","750.6","82"
"06.12.2019 05:00","-9.5","754.3","81"
"06.12.2019 02:00","-9.5","754.3","81"
"05.12.2019 23:00","-12.5","757.2","80"
"05.12.2019 20:00","-11.4","757.0","78"
"05.12.2019 17:00","-9.8","756.2","73"
"05.12.2019 14:00","-8.0","755.5","77"
"05.12.2019 11:00","-8.1","755.4","81"
"05.12.2019 08:00","-8.7","755.5","83"
"05.12.2019 05:00","-8.5","756.0","82"
"05.12.2019 02:00","-9.3","757.3","86"
"04.12.2019 23:00","-10.0","758.7","84"
"04.12.2019 20:00","-10.4","759.7","76"
"04.12.2019 17:00","-10.1","761.2","70"
"04.12.2019 14:00","-9.3","763.3","72"
"04.12.2019 11:00","-10.9","765.3","80"
"04.12.2019 08:00","-10.5","766.0","79"
"04.12.2019 05:00","-10.3","766.7","76"
"04.12.2019 02:00","-10.3","766.7","73"
"03.12.2019 23:00","-10.1","767.0","72"
"03.12.2019 20:00","-9.9","767.3","77"
"03.12.2019 17:00","-8.8","767.2","74"
"03.12.2019 14:00","-7.5","766.6","70"
"03.12.2019 11:00","-8.8","766.0","79"
"03.12.2019 08:00","-8.3","765.0","79"
"03.12.2019 05:00","-6.4","763.3","68"
"03.12.2019 02:00","-4.0","761.5","80"
"02.12.2019 23:00","-3.5","760.2","74"
"02.12.2019 20:00","-2.9","758.4","84"
"02.12.2019 17:00","-5.1","757.7","87"
"02.12.2019 14:00","-6.2","757.2","87"
"02.12.2019 11:00","-8.5","757.6","84"
"02.12.2019 08:00","-9.7","757.8","84"
"02.12.2019 05:00","-10.7","758.5","78"
"02.12.2019 02:00","-11.2","759.6","79"
"01.12.2019 23:00","-10.4","761.0","76"
"01.12.2019 20:00","-7.9","761.8","69"
"01.12.2019 17:00","-6.1","763.0","62"
"01.12.2019 14:00","-6.5","763.6","75"
"01.12.2019 11:00","-7.5","764.7","71"
"01.12.2019 08:00","-6.7","765.1","58"
"01.12.2019 05:00","-7.4","766.6","57"
"01.12.2019 02:00","-6.7","768.0","55"
"30.11.2019 23:00","-6.7","769.0","53"
"30.11.2019 20:00","-5.1","770.2","44"
"30.11.2019 17:00","-4.3","770.9","40"
"30.11.2019 14:00","-0.7","771.1","31"
"30.11.2019 11:00","-4.3","772.7","35"
"30.11.2019 08:00","-6.1","773.1","41"
"30.11.2019 05:00","-3.6","773.1","34"
"30.11.2019 02:00","-3.5","773.5","33"
"29.11.2019 23:00","-4.4","773.7","43"
"29.11.2019 20:00","-3.3","773.8","40"
"29.11.2019 17:00","-1.0","773.4","38"
"29.11.2019 14:00","-1.0","773.0","39"
"29.11.2019 11:00","-3.9","773.2","51"
"29.11.2019 08:00","-5.2","772.9","53"
"29.11.2019 05:00","-4.7","772.1","51"
"29.11.2019 02:00","-5.5","771.8","56"
"28.11.2019 23:00","-5.7","772.0","55"
"28.11.2019 20:00","-6.1","771.8","58"
"28.11.2019 17:00","-6.2","771.0","56"
"28.11.2019 14:00","-6.4","770.8","60"
"28.11.2019 11:00","-7.0","770.2","71"
"28.11.2019 08:00","-7.0","768.9","78"
"28.11.2019 05:00","-8.0","768.3","77"
"28.11.2019 02:00","-8.9","767.5","77"
"27.11.2019 23:00","-8.2","767.2","64"
"27.11.2019 20:00","-7.5","767.2","50"
"27.11.2019 17:00","-6.9","767.9","73"
"27.11.2019 14:00","-6.4","767.6","55"
"27.11.2019 11:00","-7.6","767.8","61"
"27.11.2019 08:00","-9.3","767.8","68"
"27.11.2019 05:00","-9.0","767.9","74"
"27.11.2019 02:00","-8.2","768.4","74"
"26.11.2019 23:00","-9.1","768.9","80"
"26.11.2019 20:00","-9.7","769.3","80"
"26.11.2019 17:00","-8.7","769.5","75"
"26.11.2019 14:00","-7.7","769.6","74"
"26.11.2019 11:00","-8.8","770.2","79"
"26.11.2019 08:00","-10.0","770.7","82"
"26.11.2019 05:00","-8.2","771.3","78"
"26.11.2019 02:00","-6.4","772.2","78"
"25.11.2019 23:00","-6.2","773.2","84"
"25.11.2019 20:00","-4.6","773.8","79"
"25.11.2019 17:00","-4.4","774.1","78"
"25.11.2019 14:00","-4.2","774.6","77"
"25.11.2019 11:00","-4.5","775.2","83"
"25.11.2019 08:00","-5.7","775.1","85"
"25.11.2019 05:00","-5.0","775.0","79"
"25.11.2019 02:00","-3.5","774.5","70"
"24.11.2019 23:00","-3.1","774.2","78"
"24.11.2019 20:00","-2.1","773.5","82"
"24.11.2019 17:00","-2.3","773.0","78"
"24.11.2019 14:00","-1.9","772.3","76"
"24.11.2019 11:00","-3.7","772.0","83"
"24.11.2019 08:00","-5.1","771.6","85"
"24.11.2019 05:00","-6.5","771.4","83"
"24.11.2019 02:00","-7.2","771.5","83"
"23.11.2019 23:00","-7.0","771.6","82"
"23.11.2019 20:00","-6.2","771.1","79"
"23.11.2019 17:00","-5.5","771.2","70"
"23.11.2019 14:00","-4.6","771.3","67"
"23.11.2019 11:00","-5.3","773.0","78"
"23.11.2019 08:00","-6.3","775.9","83"
"23.11.2019 05:00","-6.3","775.9","83"
"23.11.2019 02:00","-6.8","776.8","83"
"22.11.2019 23:00","-6.7","777.1","81"
"22.11.2019 20:00","-6.9","777.0","79"
"22.11.2019 17:00","-7.4","777.2","79"
"22.11.2019 14:00","-7.5","777.0","78"
"22.11.2019 11:00","-8.4","776.9","81"
"22.11.2019 08:00","-9.0","776.4","82"
"22.11.2019 05:00","-9.7","776.9","80"
"22.11.2019 02:00","-10.7","777.5","76"
"21.11.2019 23:00","-12.0","778.7","77"
"21.11.2019 20:00","-12.4","779.3","75"
"21.11.2019 17:00","-12.6","779.4","59"
"21.11.2019 14:00","-10.4","780.3","54"
"21.11.2019 11:00","-14.7","781.6","61"
"21.11.2019 08:00","-16.9","782.2","62"
"21.11.2019 05:00","-18.2","783.2","70"
"21.11.2019 02:00","-18.0","784.3","73"
"20.11.2019 23:00","-17.4","785.5","78"
"20.11.2019 20:00","-16.6","786.2","79"
"20.11.2019 17:00","-15.6","786.1","75"
"20.11.2019 14:00","-15.7","786.0","67"
"20.11.2019 11:00","-19.2","786.1","75"
"20.11.2019 08:00","-21.2","785.8","76"
"20.11.2019 05:00","-21.6","784.9","75"
"20.11.2019 02:00","-21.6","784.2","73"
"19.11.2019 23:00","-21.4","783.4","73"
"19.11.2019 20:00","-21.2","782.8","72"
"19.11.2019 17:00","-20.3","782.0","71"
"19.11.2019 14:00","-20.6","781.6","62"
"19.11.2019 11:00","-24.1","781.8","68"
"19.11.2019 08:00","-24.2","781.0","72"
"19.11.2019 05:00","-21.9","779.5","75"
"19.11.2019 02:00","-18.6","777.9","75"
"18.11.2019 23:00","-15.4","776.7","68"
"18.11.2019 20:00","-11.3","774.8","61"
"18.11.2019 17:00","-5.8","772.2","80"
"18.11.2019 14:00","-3.9","771.4","78"
"18.11.2019 11:00","-4.1","771.4","75"
"18.11.2019 08:00","-4.7","770.9","79"
"18.11.2019 05:00","-3.3","769.9","75"
"18.11.2019 02:00","-1.4","769.6","75"
"17.11.2019 23:00","-1.1","769.2","73"
"17.11.2019 20:00","-0.8","769.1","76"
"17.11.2019 17:00","-0.1","768.2","84"
"17.11.2019 14:00","0.5","768.2","79"
"17.11.2019 11:00","0.5","768.4","84"
"17.11.2019 08:00","0.4","768.4","83"
"17.11.2019 05:00","-0.1","769.1","80"
"17.11.2019 02:00","-0.9","769.9","80"
"16.11.2019 23:00","-0.6","771.9","72"
"16.11.2019 20:00","-0.7","773.3","83"
"16.11.2019 17:00","-0.8","774.7","85"
"16.11.2019 14:00","-0.7","774.6","83"
"16.11.2019 11:00","-1.4","774.4","86"
"16.11.2019 08:00","-1.4","773.9","84"
"16.11.2019 05:00","-0.9","772.6","82"
"16.11.2019 02:00","-1.3","773.1","83"
"15.11.2019 23:00","-1.8","774.0","85"
"15.11.2019 20:00","-2.2","774.7","90"
"15.11.2019 17:00","-5.4","775.1","87"
"15.11.2019 14:00","-6.3","775.0","83"
"15.11.2019 11:00","-7.7","775.2","81"
"15.11.2019 08:00","-11.5","778.7","83"
"15.11.2019 05:00","-12.6","780.5","81"
"15.11.2019 02:00","-13.5","781.9","83"
"14.11.2019 23:00","-13.3","782.4","81"
"14.11.2019 20:00","-13.2","782.8","77"
"14.11.2019 17:00","-12.4","782.7","72"
"14.11.2019 14:00","-11.9","781.6","68"
"14.11.2019 11:00","-14.1","781.0","75"
"14.11.2019 08:00","-14.4","779.4","81"
"14.11.2019 05:00","-12.7","777.3","79"
"14.11.2019 02:00","-10.6","774.9","82"
"13.11.2019 23:00","-9.2","773.4","80"
"13.11.2019 20:00","-7.7","771.6","82"
"13.11.2019 17:00","-6.0","770.1","81"
"13.11.2019 14:00","-4.2","768.5","83"
"13.11.2019 11:00","-1.7","766.9","86"
"13.11.2019 08:00","-1.7","765.8","91"
"13.11.2019 05:00","-1.6","765.5","88"
"13.11.2019 02:00","-1.4","765.5","89"
"12.11.2019 23:00","-1.0","765.1","83"
"12.11.2019 20:00","-0.6","764.8","87"
"12.11.2019 17:00","0.0","764.8","81"
"12.11.2019 14:00","-0.4","765.4","84"
"12.11.2019 11:00","-1.1","766.2","87"
"12.11.2019 08:00","-1.5","766.6","86"
"12.11.2019 05:00","-1.5","766.6","81"
"12.11.2019 02:00","-0.5","766.8","85"
"11.11.2019 23:00","0.5","767.0","85"
"11.11.2019 20:00","-0.7","768.6","83"
"11.11.2019 17:00","0.0","769.6","78"
"11.11.2019 14:00","-0.1","770.5","78"
"11.11.2019 11:00","-1.6","771.9","81"
"11.11.2019 08:00","-2.5","773.6","83"
"11.11.2019 05:00","-3.5","775.0","84"
"11.11.2019 02:00","-3.9","775.6","84"
"10.11.2019 23:00","-4.1","776.3","80"
"10.11.2019 20:00","-3.9","777.1","81"
"10.11.2019 17:00","-4.3","777.0","76"
"10.11.2019 14:00","-5.0","777.1","75"
"10.11.2019 11:00","-7.2","777.9","77"
"10.11.2019 08:00","-8.0","777.4","78"
"10.11.2019 05:00","-8.9","777.3","76"
"10.11.2019 02:00","-9.2","777.5","81"
"09.11.2019 23:00","-8.2","777.4","78"
"09.11.2019 20:00","-6.9","776.9","72"
"09.11.2019 17:00","-5.8","776.2","61"
"09.11.2019 14:00","-4.5","775.6","57"
"09.11.2019 11:00","-8.0","775.3","76"
"09.11.2019 08:00","-10.4","774.6","87"
"09.11.2019 05:00","-9.8","773.6","86"
"09.11.2019 02:00","-9.3","773.5","84"
"08.11.2019 23:00","-8.0","772.9","76"
"08.11.2019 20:00","-6.6","771.8","68"
"08.11.2019 17:00","-4.7","769.6","63"
"08.11.2019 14:00","-4.2","767.6","66"
"08.11.2019 11:00","-3.3","764.6","78"
"08.11.2019 08:00","-1.9","760.4","82"
"08.11.2019 05:00","0.6","755.4","89"
"08.11.2019 02:00","6.9","751.0","84"
"07.11.2019 23:00","7.8","750.4","82"
"07.11.2019 20:00","7.1","751.1","84"
"07.11.2019 17:00","5.0","752.6","89"
"07.11.2019 14:00","4.6","754.7","86"
"07.11.2019 11:00","4.8","755.1","81"
"07.11.2019 08:00","4.4","756.1","81"
"07.11.2019 05:00","5.5","756.0","80"
"07.11.2019 02:00","5.7","756.1","78"
"06.11.2019 23:00","4.6","756.4","79"
"06.11.2019 20:00","4.6","757.0","79"
"06.11.2019 17:00","6.1","756.4","74"
"06.11.2019 14:00","7.1","756.1","62"
"06.11.2019 11:00","5.6","757.0","69"
"06.11.2019 08:00","3.4","757.9","80"
"06.11.2019 05:00","3.2","759.1","78"
"06.11.2019 02:00","3.1","759.7","79"
"05.11.2019 23:00","3.0","760.2","80"
"05.11.2019 20:00","2.7","760.6","76"
"05.11.2019 17:00","2.2","760.6","75"
"05.11.2019 14:00","2.1","761.2","58"
"05.11.2019 11:00","1.3","762.1","48"
"05.11.2019 08:00","1.0","762.2","64"
"05.11.2019 05:00","1.0","762.6","63"
"05.11.2019 02:00","0.2","763.6","59"
"04.11.2019 23:00","-0.3","765.0","71"
"04.11.2019 20:00","-1.1","766.0","69"
"04.11.2019 17:00","-2.1","767.3","69"
"04.11.2019 14:00","-2.9","768.9","70"
"04.11.2019 11:00","-5.8","770.8","76"
"04.11.2019 08:00","-8.8","771.6","86"
"04.11.2019 05:00","-7.3","771.7","86"
"04.11.2019 02:00","-4.3","772.0","77"
"03.11.2019 23:00","-4.0","772.2","76"
"03.11.2019 20:00","-3.9","772.3","73"
"03.11.2019 17:00","-2.8","771.5","74"
"03.11.2019 14:00","-3.1","771.3","74"
"03.11.2019 11:00","-3.4","770.5","75"
"03.11.2019 08:00","-4.6","769.9","79"
"03.11.2019 05:00","-5.9","769.2","78"
"03.11.2019 02:00","-6.4","769.1","76"
"02.11.2019 23:00","-5.9","768.5","73"
"02.11.2019 20:00","-5.7","767.7","74"
"02.11.2019 17:00","-5.6","767.2","83"
"02.11.2019 14:00","-6.3","767.0","74"
"02.11.2019 11:00","-7.7","766.9","66"
"02.11.2019 08:00","-8.3","766.0","69"
"02.11.2019 05:00","-8.2","764.9","70"
"02.11.2019 02:00","-8.6","763.7","70"
"01.11.2019 23:00","-7.9","762.3","73"
"01.11.2019 20:00","-8.1","761.2","70"
"01.11.2019 17:00","-6.7","759.2","75"
"01.11.2019 14:00","-4.9","757.0","69"
"01.11.2019 11:00","-6.5","754.8","75"
"01.11.2019 08:00","-7.7","752.8","84"
"01.11.2019 05:00","-7.7","751.6","84"
"01.11.2019 02:00","-7.7","750.8","85"
"31.10.2019 23:00","-7.1","750.7","86"
"31.10.2019 20:00","-6.7","751.0","84"
"31.10.2019 17:00","-6.2","751.6","85"
"31.10.2019 14:00","-5.6","752.5","87"
"31.10.2019 11:00","-6.0","754.6","87"
"31.10.2019 08:00","-5.8","756.9","83"
"31.10.2019 05:00","-5.1","759.0","71"
"31.10.2019 02:00","-5.1","760.8","76"
"30.10.2019 23:00","-5.1","762.0","77"
"30.10.2019 20:00","-4.6","762.7","73"
"30.10.2019 17:00","-3.0","762.3","59"
"30.10.2019 14:00","-2.9","762.7","66"
"30.10.2019 11:00","-2.9","762.8","67"
"30.10.2019 08:00","-5.0","762.7","79"
"30.10.2019 05:00","-4.4","762.7","74"
"30.10.2019 02:00","-3.6","762.7","64"
"29.10.2019 23:00","-4.2","763.3","60"
"29.10.2019 20:00","-3.5","763.0","58"
"29.10.2019 17:00","-2.3","762.0","57"
"29.10.2019 14:00","-1.9","761.2","58"
"29.10.2019 11:00","-2.5","759.3","59"
"29.10.2019 08:00","-2.0","756.2","73"
"29.10.2019 05:00","-0.2","752.6","76"
"29.10.2019 02:00","2.0","748.3","78"
"28.10.2019 23:00","6.5","743.8","56"
"28.10.2019 20:00","6.7","740.5","81"
"28.10.2019 17:00","10.2","738.1","66"
"28.10.2019 14:00","9.3","738.8","79"
"28.10.2019 11:00","5.0","742.7","81"
"28.10.2019 08:00","3.9","745.6","78"
"28.10.2019 05:00","4.0","746.5","74"
"28.10.2019 02:00","6.0","744.2","75"
"27.10.2019 23:00","8.4","741.7","82"
"27.10.2019 20:00","6.8","743.5","82"
"27.10.2019 17:00","6.6","745.5","85"
"27.10.2019 14:00","7.9","747.1","80"
"27.10.2019 11:00","8.4","748.4","74"
"27.10.2019 08:00","9.2","748.8","73"
"27.10.2019 05:00","8.7","750.0","84"
"27.10.2019 02:00","9.9","751.4","68"
"26.10.2019 23:00","10.4","752.8","61"
"26.10.2019 20:00","9.8","754.9","62"
"26.10.2019 17:00","8.9","757.7","66"
"26.10.2019 14:00","8.1","759.6","67"
"26.10.2019 11:00","6.6","761.6","69"
"26.10.2019 08:00","5.6","762.7","72"
"26.10.2019 05:00","6.1","762.8","69"
"26.10.2019 02:00","6.7","762.6","69"
"25.10.2019 23:00","7.0","762.3","72"
"25.10.2019 20:00","6.5","762.6","72"
"25.10.2019 17:00","6.1","762.8","69"
"25.10.2019 14:00","6.0","763.5","65"
"25.10.2019 11:00","4.1","764.9","76"
"25.10.2019 08:00","3.1","764.9","77"
"25.10.2019 05:00","3.2","764.3","78"
"25.10.2019 02:00","3.2","763.9","76"
"24.10.2019 23:00","3.4","763.6","78"
"24.10.2019 20:00","3.8","762.6","76"
"24.10.2019 17:00","5.7","761.2","62"
"24.10.2019 14:00","5.7","760.2","70"
"24.10.2019 11:00","4.8","759.1","77"
"24.10.2019 08:00","4.4","757.6","77"
"24.10.2019 05:00","5.5","754.9","81"
"24.10.2019 02:00","5.8","753.9","84"
"23.10.2019 23:00","5.3","754.5","77"
"23.10.2019 20:00","3.1","756.4","70"
"23.10.2019 17:00","3.1","758.2","64"
"23.10.2019 14:00","4.1","759.3","58"
"23.10.2019 11:00","1.6","761.3","65"
"23.10.2019 08:00","0.4","761.8","74"
"23.10.2019 05:00","0.9","761.8","72"
"23.10.2019 02:00","1.8","761.5","77"
"22.10.2019 23:00","2.3","761.4","81"
"22.10.2019 20:00","3.9","760.7","77"
"22.10.2019 17:00","6.0","759.3","74"
"22.10.2019 14:00","7.1","757.8","81"
"22.10.2019 11:00","6.0","757.4","82"
"22.10.2019 08:00","4.9","758.1","86"
"22.10.2019 05:00","3.9","760.4","86"
"22.10.2019 02:00","2.8","763.0","89"
"21.10.2019 23:00","1.8","765.7","89"
"21.10.2019 20:00","1.6","767.6","89"
"21.10.2019 17:00","1.6","768.1","85"
"21.10.2019 14:00","1.2","768.5","89"
"21.10.2019 11:00","1.2","768.9","84"
"21.10.2019 08:00","0.0","769.0","87"
"21.10.2019 05:00","-2.3","770.1","80"
"21.10.2019 02:00","-3.6","771.7","78"
"20.10.2019 23:00","-4.1","772.9","79"
"20.10.2019 20:00","-3.3","774.2","76"
"20.10.2019 17:00","-0.5","774.7","59"
"20.10.2019 14:00","0.4","775.1","52"
"20.10.2019 11:00","-3.7","776.4","65"
"20.10.2019 08:00","-8.1","777.3","84"
"20.10.2019 05:00","-7.6","777.1","82"
"20.10.2019 02:00","-6.6","776.9","79"
"19.10.2019 23:00","-5.2","776.5","69"
"19.10.2019 20:00","-3.8","775.8","63"
"19.10.2019 17:00","-3.6","774.7","62"
